,0
100888,0.28595026153987335
100911,0.2200605671285675
100918,0.4492062035422593
100922,0.04671010369826558
100938,0.020556116362301553
100942,0.008442690648802422
100943,0.7246031017711296
100969,0.6301734422318069
100986,0.03193539506286134
101010,0.3481692208864825
101017,0.1888593190786455
101020,0.630632284114894
101022,0.5395062861337983
101023,0.5383132972377719
10103,0.8295861246214554
101034,0.04432412590621272
101038,0.32238230705698817
101042,0.7374506744975682
101074,0.0011929888960264293
101092,0.6808295861246214
1011,0.9895384050656144
101100,0.041387537854455356
101111,0.5494172708084794
101118,0.10626778012296963
101144,0.5346425621730752
101156,0.188308708818941
101165,0.256859686152152
101176,0.007616775259245664
101178,0.6714692117096449
101179,0.43773515646508215
101193,0.825089474167202
101225,0.4490226667890245
101230,0.03000825915389557
101239,0.1919794438836377
101243,0.3845094980269799
101245,0.16050289070386345
101246,0.2664035973203634
101253,0.1846379737542443
101264,0.11939065797926035
101280,0.019913737725979628
101333,0.7032210700192714
101335,0.4426906488024227
101344,0.11259979810957144
101353,0.6599981646324676
101362,0.14343397265302377
101372,0.49297971918876754
101380,0.31439845829127283
101407,0.24419565017894834
10143,0.8256400844269065
101448,0.3541341653666147
101451,0.25061943654216756
101460,0.010094521427915941
101466,0.041938148114159864
101468,0.042213453244012114
101469,0.749288795081215
101474,0.4764614113976324
101487,0.010553363311003029
101490,0.02991649077727815
101495,0.05368450032118932
1015,0.789942185922731
101500,0.3626686243920345
101502,0.06671560980086262
101509,0.4745342754886666
101522,0.19289712764981187
101540,0.6816555015141782
101545,0.004313113701018629
101547,0.018812517206570616
101588,0.444526016334771
101592,0.08387629622831973
101615,0.14269982564008443
101623,0.020464347985684132
101624,0.048729007983848764
101625,0.1873910250527668
101626,0.6945948426172341
101666,0.3756079654950904
101667,0.5341837202899881
101678,0.09277782876020924
10168,0.616132880609342
101695,0.31660089933009083
101712,0.9021749105258328
101720,0.6978067357988437
101758,0.20776360466183352
101776,0.11617876479765073
101780,0.9214462696154905
101783,0.6987244195650179
101787,0.6918417913187116
101791,0.031568321556391665
101798,0.3071487565384968
101799,0.2394236945948426
101803,0.1269156648618886
10181,0.8045333578049004
101810,0.07681013122877857
101815,0.12232724603101772
101830,0.12700743323850602
101849,0.49187849866935857
101853,0.14600348719831147
101854,0.4220427640635037
101866,0.0910342296044783
101898,0.0327613104524181
101912,0.026704597595668532
101914,0.47572726438469304
101938,0.3338533541341654
10194,0.42360282646599984
101943,0.08240800220244104
101951,0.1029641185647426
10197,0.737634211250803
101973,0.1544461778471139
101977,0.18711571992291456
10198,0.7687436909241075
102000,0.3635863081582087
102002,0.35780490043131136
102009,0.4824263558777645
102014,0.028172891621547215
102018,0.6675231715150959
102020,0.21886757823254108
102042,0.8051757364412223
102055,0.45764889419106175
102059,0.14104799486097092
102065,0.6197118472974213
10207,0.8979535652014315
102075,0.23786363219234652
102077,0.4581995044507663
102081,0.41231531614205746
102092,0.06644030467101036
1021,0.6437551619711848
102105,0.30063320179866015
102126,0.3390841516013582
102159,0.23189868771221436
102191,0.43617509406258603
102206,0.24006607323116455
102240,0.6760576305405157
102241,0.06900981921629806
102244,0.24529687069835734
102247,0.19528310544186472
102279,0.6332935670367991
102293,0.02560337707625952
102301,0.24795815362026247
102326,0.1899605395980545
102333,0.08038909791685785
102342,0.09149307148756539
102346,0.38102229971551804
102358,0.6274203909332844
10236,0.7382765898871249
102373,0.01082866844085528
102376,0.20510232173992843
102384,0.4489308984124071
102392,0.09837569973387171
102422,0.55152794347068
102432,0.2227218500504726
102442,0.3562448380288153
102461,0.5568505093144902
102466,0.29099752225383135
10247,0.5964944480132146
102475,0.13563366064054327
102476,0.2513535835551069
102485,0.500780031201248
10249,0.7682848490410205
102492,0.2248325227126732
102493,0.32183169679728363
102530,0.35523538588602366
102532,0.18684041479306232
102537,0.03349545746535744
102561,0.4888501422409838
102577,0.6426539414517757
1026,0.8870331283839589
10262,0.6630265210608425
102645,0.28842800770854365
102652,0.3963476186106268
102658,0.5540974580159677
102683,0.20620354225933743
102687,0.42314398458291275
102694,0.3667064329632009
102700,0.28016885381297607
102710,0.17702119849499862
102713,0.5121593099018078
102725,0.39056621088372945
102730,0.11489400752500688
102731,0.26199871524272733
102734,0.26667890245021564
102752,0.07451592181334313
102754,0.4323208222446545
102771,0.9189685234468202
102774,0.2570432229053868
102793,0.02606221895934661
10280,0.8036156740387262
102818,0.01780306506377902
102839,0.2097825089474167
102840,0.29934844452601633
102867,0.2440121134257135
102872,0.12920987427732403
102891,0.03762503441314123
102892,0.2814536110856199
102912,0.4838946499036432
102918,0.15389556758740938
102959,0.5437276314581995
102967,0.5092227218500505
102970,0.48187574561806
102989,0.3669817380930531
102995,0.12140956226484353
102996,0.06432963200880977
102997,0.12223547765440029
103014,0.3213728549141966
103015,0.1550885564834358
103040,0.22620904836193448
103076,0.2319904560888318
103084,0.15848398641828026
103089,0.17445168394971092
103091,0.29925667614939894
103097,0.4022207947141415
103115,0.3756997338717078
103116,0.5700651555473983
103118,0.2544737083600991
103126,0.31127833348628065
103129,0.7882903551436176
103132,0.7708543635863082
103160,0.37625034413141234
103187,0.9892630999357621
103190,0.36129209874277324
103194,0.20464347985684134
103204,0.23538588602367624
103208,0.07020280811232449
103227,0.4396622923740479
103245,0.5780490043131137
103249,0.36395338166467833
103257,0.2320822244654492
103278,0.011103973570707535
103290,0.6198036156740387
103296,0.20124804992199688
103314,0.5612553913921263
103339,0.12820042213453245
103351,0.15912636505460218
10336,0.937138662017069
103361,0.22400660732311645
103385,0.19078645498761126
103404,0.27429567770946134
10341,0.5150041295769477
103413,0.9909149307148757
103420,0.13884555382215288
103424,0.27732403413783613
103426,0.5560245939249334
103470,0.74378269248417
103475,0.16353124713223824
103482,0.37799394328714325
103488,0.09085069285124346
103495,0.525832798017803
103497,0.8530788290355144
103530,0.051023217399284206
103535,0.17252454804074516
103538,0.020189042855831882
10354,0.5212443791869322
103540,0.6442140038542719
103567,0.3696430210149583
103574,0.8196751399467743
10358,0.9357621363678077
103588,0.2848490410204643
103615,0.19500780031201248
103637,0.4162613563366064
103641,0.07717720473524824
103645,0.17307515830044967
103654,0.003578966688079288
10366,0.9620996604570066
103673,0.33844177296503625
10369,0.7728732678718914
103699,0.048453702853996514
103703,0.4213086170505644
103712,0.8112324492979719
103720,0.305863999265853
103732,0.8387629622831972
103743,0.22859502615398733
103772,0.0026612829219051113
103773,0.3319262182251996
10378,0.09901807837019364
103793,0.19418188492245572
103813,0.8936404515004129
103826,0.4874736165917225
103849,0.018996053959805453
103862,0.05451041571074608
103864,0.34532440121134256
103882,0.7931540791043407
103886,0.061117738827200147
103891,0.31403138478480314
103901,0.1144351656419198
103902,0.2472240066073231
103909,0.08800587317610352
10391,0.5272093236670643
103912,0.6867027622281362
103915,0.3042121684867395
103916,0.10314765531797743
103921,0.8789575112416261
103931,0.23768009543911167
103943,0.41892263925851153
103944,0.06396255850234009
103992,0.4573735890612095
103997,0.35734605854822427
10400,0.8619803615674039
104019,0.30531338900614846
104029,0.18436266862439205
104070,0.2465816279710012
104087,0.3206387079012572
104091,0.4657245113333945
104096,0.26521060842433697
104115,0.38570248692300635
104120,0.0
104156,0.3105441864733413
104166,0.40047719555841055
104182,0.34835275763971735
104193,0.004037808571166376
104208,0.289162154721483
10421,0.8423419289712765
104215,0.30402863173350464
104218,0.2503441314123153
104231,0.8779480590988346
104234,0.2429108929063045
104239,0.18757456180600166
104240,0.13508305038083876
104245,0.21657336881710562
10425,0.6176011746352207
104256,0.9682481416903735
10426,0.6463246765164724
104273,0.41745434523263286
104288,0.5878682206111774
104314,0.41534367257043225
104316,0.3368817105625401
104327,0.5739194273653299
104331,0.20794714141506837
104339,0.3666146645865835
104344,0.01908782233642287
104346,0.13710195466642194
104348,0.02321739928420666
104358,0.9932091401303111
104364,0.3717536936771588
104393,0.27778287602092316
104399,0.20491878498669358
104407,0.43369734789391573
10441,0.7267137744333303
104421,0.15784160778195833
104431,0.05487748921721575
104432,0.11305863999265853
104443,0.7584656327429568
104451,0.1684867394695788
10448,0.4041479306231073
104494,0.06469670551527944
104504,0.4927044140589153
10454,0.7068918050839681
104546,0.1134257134991282
104578,0.19179590713040287
104580,0.5907130402863173
104617,0.3111865651096632
104629,0.26043865284023127
104630,0.03404606772506194
104634,0.34220427640635037
104640,0.9731118656510966
104650,0.19399834816922087
104660,0.010186289804533358
104673,0.7630540515738277
104682,0.1983114618702395
104717,0.1400385427181793
104727,0.2525465724511333
104731,0.5599706341194824
104749,0.892539230981004
104786,0.3429384234192897
104792,0.6313664311278333
104793,0.7737909516380655
104794,0.008993300908506929
104795,0.07772781499495274
104796,0.6721115903459668
10480,0.9980728640910342
104801,0.00660732311645407
104803,0.07369000642378637
104813,0.3251353583555107
10482,0.9390657979260347
104867,0.10443241259062128
104879,0.07690189960539598
104892,0.4474626043865284
104907,0.06405432687895751
104919,0.4635220702945765
104947,0.12085895200513903
104959,0.2878773974488391
104973,0.3146737634211251
104980,0.5329907313939617
104997,0.060658896944113055
105001,0.28328897861796826
105005,0.5889694411305864
105030,0.004771955584105717
105039,0.7036799119023585
105041,0.32118931816096175
105046,0.3411948242635588
105060,0.04147930623107277
105076,0.14058915297788382
105078,0.2295127099201615
105088,0.8313297237771864
105109,0.07625952096907405
105151,0.1710562540148665
105163,0.41699550334954577
105198,0.44617784711388453
105206,0.24630632284114895
105215,0.20611177388272
105225,0.8020556116362302
105245,0.20363402771404973
105253,0.2847572726438469
105264,0.027071671102138203
105269,0.8419748554648069
105282,0.541433422042764
105286,0.28117830595576765
105288,0.1253556024593925
105298,0.2637423143984583
105318,0.6070478113242177
105350,0.015417087271726164
105352,0.6829402587868221
10539,0.9816463246765165
105404,0.07203817564467284
105405,0.3976323758832706
10543,0.7096448563824906
105456,0.011838120583646874
105467,0.4157107460769019
105468,0.5692392401578416
105472,0.6166834908690465
105487,0.10654308525282188
10549,0.3670735064696706
105545,0.078003120124805
105546,0.568872166651372
10555,0.602275855740112
105564,0.7884738918968524
105569,0.2876938606956043
105577,0.26814719647609436
105609,0.11204918784986694
105610,0.5962191428833624
105612,0.3834082775075709
105631,0.009543911168211435
10564,0.6454987611269156
105654,0.9651280168853813
105655,0.06754152519041938
105672,0.6072313480774525
105703,0.36349453978159124
105704,0.07763604661833533
105706,0.25162888868495914
105710,0.060108286684408554
105744,0.8190327613104524
105754,0.09810039460401945
105757,0.7992107919610902
105766,0.2856749564100211
105770,0.1972102413508305
10578,0.6420115628154538
105794,0.22749380563457833
105851,0.7298338992383224
105859,0.17573644122235477
105872,0.11113150408369275
105891,0.16426539414517757
105912,0.0124804992199688
105931,0.5635496008075617
105936,0.0202808112324493
105937,0.016793612920987428
105952,0.7070753418372029
105953,0.5281270074332385
105955,0.9546664219509957
105987,0.22336422868679454
10599,0.7577314857300175
105991,0.9971551803248601
105994,0.006515554739836653
106000,0.2809030008259154
106012,0.0036707350646967055
106019,0.8143525741029641
106020,0.11535284940809397
106050,0.09268606038359181
106051,0.10736900064237864
106052,0.17867302927411213
106056,0.029274112140956227
106070,0.19519133706524733
106079,0.07332293291731669
106086,0.19610902083142148
106097,0.5444617784711389
10612,0.5433605579517299
106121,0.1555473983665229
106122,0.037257960906671564
106128,0.38230705698816186
106134,0.17803065063779022
106142,0.3094429659539323
106154,0.23400936037441497
106155,0.4242452051023217
106156,0.3730384509498027
106158,0.09975222538313297
106184,0.10186289804533358
106187,0.709736624759108
106189,0.21244379186932183
106195,0.6806460493713866
106220,0.013489951362760393
106222,0.09865100486372395
106248,0.4614113976323759
106261,0.14435165641919795
106280,0.4548040745159218
106290,0.6142057447003763
106298,0.0656143892814536
1063,0.3054969257593833
10630,0.5458383041204001
106321,0.6204459943103606
106328,0.5365696980820409
106335,0.382123520234927
106376,0.011746352207029458
106432,0.5687803982747546
106493,0.1789483344039644
106511,0.8421583922180417
106524,0.42617234101128754
106557,0.13333945122510782
106563,0.1857391942736533
106564,0.31650913095347344
106598,0.49408093970817657
106619,0.1529778838212352
106637,0.030467101036982656
106642,0.3308249977057906
106650,0.6011746352207029
106663,0.6093420207396532
106664,0.594383775351014
106671,0.16343947875562082
106674,0.20152335505184912
106685,0.07341470129393411
106696,0.25355602459392496
106711,0.21868404147930623
106715,0.2170322107001927
106717,0.07011103973570708
106725,0.8847389189685234
106783,0.9236487106543085
106794,0.4066256767917776
106795,0.25107827842525465
106800,0.27172616316417364
10681,0.6120950720381756
106810,0.1159952280444159
106814,0.09874277324034138
106829,0.05643755161971185
106831,0.2493346792695237
106833,0.3958887767275397
106854,0.24208497751674773
106880,0.5847480958061851
106881,0.2701661007616775
106883,0.04459943103606497
106895,0.220611177388272
106907,0.2980636872533725
106936,0.10397357070753419
106943,0.003946040194548958
106944,0.3720289988070111
106967,0.05295035330824998
106968,0.501881251720657
106972,0.38359181426080574
107031,0.11471047077177204
107032,0.26264109387904927
107038,0.01284757272643847
107061,0.37790217491052586
107066,0.4355327154262641
10707,0.4708635404239699
107079,0.3458750114710471
107096,0.756538496833991
107098,0.23593649628338076
10711,0.542075800679086
107114,0.014040561622464899
107118,0.7525924566394421
107121,0.17812241901440765
10713,0.35908965770395523
107143,0.5738276589887125
107156,0.023125630907589245
107169,0.7356153069652198
107172,0.6424704046985409
107179,0.07983848765715335
107181,0.2608057263467009
107185,0.22180416628429844
107201,0.8749197026704597
107221,0.2695237221253556
107232,0.6818390382674131
107234,0.25208773056804623
107245,0.34413141231531613
107252,0.22657612186840415
107271,0.142608057263467
107274,0.39139212627328623
107294,0.5284023125630908
107295,0.1835367532348353
107326,0.010645131687620445
10733,0.6500871799577865
107339,0.5994310360649721
107341,0.05744700376250344
107361,0.1435257410296412
107377,0.47563549600807564
107386,0.2826465999816463
107394,0.3093511975773149
107397,0.1181059007066165
107401,0.28383958887767274
107436,0.09745801596769753
107437,0.7067082683307332
107454,0.1648160044048821
107455,0.6472423602826466
107465,0.9360374414976599
107485,0.19491603193539506
107506,0.003854271817931541
107521,0.012205194090116545
107524,0.08158208681288429
107526,0.012939341103055887
107528,0.7826007157933376
10755,0.6572451133339451
107561,0.42497935211526106
107563,0.42791594016701845
107604,0.03863448655593282
107614,0.0905753877213912
107619,0.10149582453886391
107625,0.09342020739653116
107643,0.056162246489859596
107648,0.3881802330916766
10765,0.6577039552170322
107653,0.6882628246306323
107656,0.6688079287877398
107681,0.4441589428283014
107691,0.6622923740479031
107694,0.13306414609525558
107698,0.25410663485362944
107725,0.06276956960631366
10773,0.2632834725153712
107738,0.4564559052950353
107753,0.16619253005414333
107757,0.8065522620904836
107777,0.8047168945581352
107787,0.3932274938056346
107810,0.6407268055428099
107817,0.13765256492612646
10783,0.8149031843626686
107836,0.33835000458841885
107847,0.6858768468385794
107849,0.037533266036523814
107860,0.6403597320363402
107866,0.3740479030925943
107878,0.17830595576764247
107886,0.42892539230981
107891,0.27640635037166195
107892,0.2804441589428283
107902,0.4598513352298798
107939,0.5804349821051665
107945,0.029732954024043315
107955,0.20730476277874643
107958,0.7692025328071946
107973,0.07148756538496834
107975,0.06845920895659356
107995,0.2715426264109388
108012,0.18381205836468753
108024,0.537028539965128
108039,0.12517206570615766
108061,0.285216114526934
10809,0.38524364503991926
108092,0.8087547031293016
108094,0.5814444342479581
108095,0.1929888960264293
108116,0.07112049187849867
108137,0.5217949894466367
108153,0.384968339910067
108162,0.27814994952739286
108172,0.46590804808662933
108197,0.1081949160319354
1082,0.8287602092318986
10820,0.3299990823162338
108214,0.22290538680370744
108223,0.05845645590529504
108226,0.10002753051298523
108246,0.19858676700009176
108256,0.48940075250068826
108258,0.4737083600991098
108261,0.23804716894558134
108263,0.6648618885931908
108271,0.8703312838395889
108278,0.43984582912728276
108283,0.2908139855005965
108285,0.5874093787280903
108289,0.21005781407726898
108316,0.592823712948518
10832,0.5008717995778654
108326,0.42488758373864366
108339,0.5610718546388914
108352,0.6375149123612003
108356,0.9969716435716253
108357,0.21033311920712122
108364,0.05285858493163256
108370,0.13921262732862255
108388,0.125906212719097
108397,0.17041387537854455
108415,0.6598146278792328
108417,0.12012480499219969
108456,0.2711755529044691
108469,0.5072038175644673
108470,0.2398825364779297
108476,0.40772689731118655
108478,0.47435073873543177
108492,0.18390382674130495
1085,0.4699458566577957
108514,0.8103147655317977
108515,0.6832155639166743
108524,0.015600624024960999
108537,0.13554189226392585
108549,0.5674038726254933
108555,0.18601449940350556
108565,0.7016610076167753
108567,0.520326695420758
108570,0.1680278975864917
10858,0.550426722951271
108625,0.0004588418830870882
108642,0.05432687895751124
108644,0.7551619711847297
108705,0.8026062218959347
108717,0.3266036523813894
108732,0.5602459392493346
108736,0.03322015233550518
108744,0.11727998531705974
108750,0.5933743232082225
108759,0.38744608607873726
10876,0.8523446820225751
108772,0.6109938515187666
108773,0.26401761952831054
108777,0.16839497109296137
108793,0.09397081765623566
108800,0.7309351197577315
108801,0.5059190602918234
108811,0.3619344773790952
108814,0.5234468202257502
108815,0.6543085252821877
108820,0.15839221804166284
108821,0.16279710011929888
108838,0.5221620629531064
108848,0.03478021473800128
108860,0.21189318160961731
108862,0.6575204184637974
108871,0.09654033220152336
108882,0.08405983298155456
108887,0.0535927319445719
108890,0.2873267871891346
108916,0.3746902817289162
108918,0.6383408277507571
108929,0.17362576856015416
108933,0.20436817472698907
108971,0.20666238414242452
108976,0.3855189501697715
108993,0.3724878406900982
109044,0.050013765256492614
109049,0.061668349086904654
109087,0.31201248049922
109093,0.4048820776360466
10911,0.736532990731394
109115,0.8689547581903276
109137,0.3713866201706892
109161,0.3050380838762962
109168,0.5457465357437827
109183,0.3991924382857667
109185,0.1731669266770671
109199,0.2690648802422685
109203,0.06662384142424521
109206,0.16830320271634394
109207,0.8884096540332201
109222,0.2102413508305038
109234,0.37836101679361295
109239,0.3611085619895384
10927,0.9556758740937873
109287,0.0041295769477837935
109294,0.02597045058272919
109295,0.12407084518674864
1093,0.6621088372946683
109309,0.010002753051298522
109341,0.05579517298338992
109352,0.15683215563916675
109355,0.2486923006332018
109378,0.4449848582178581
109397,0.3060475360190878
109409,0.2950353308249977
109416,0.2716343947875562
109418,0.338166467835184
109420,0.6237496558685877
109438,0.15059190602918235
109442,0.9050197302009727
109443,0.9726530237680096
109449,0.18876755070202808
109454,0.3355969532898963
109507,0.4656327429567771
109508,0.6449481508672111
109513,0.11269156648618886
109524,0.2220794714141507
109531,0.08415160135817197
109534,0.05524456272368542
109538,0.7241442598880425
109562,0.05763054051573828
109579,0.38001284757272646
109600,0.046067725061943655
109604,0.3230246856933101
109610,0.03248600532256584
109641,0.5819032761310452
109652,0.5912636505460218
109661,0.20271634394787555
109664,0.29264935303294487
10967,0.40497384601266406
109688,0.29200697439662293
109701,0.4193814811415986
109728,0.28172891621547214
109754,0.37753510140405616
109770,0.135358355510691
109793,0.858034321372855
109796,0.8372028998807011
109819,0.27034963751491237
109828,0.4459025419840323
109833,0.7781958337157016
109834,0.21730751583004496
109837,0.4615949343856107
109850,0.2831972102413508
109870,0.7234101128751033
109888,0.0
109899,0.30145911718821694
109902,0.26704597595668533
109903,0.15362026245755714
109915,0.23125630907589245
10992,0.586032853078829
109924,0.10810314765531798
109925,0.5929154813251354
109934,0.3824905937413967
109944,0.2524548040745159
109954,0.2387813159585207
109964,0.14187391025052767
109968,0.2383224740754336
109973,0.44204827016610077
110013,0.16940442323575297
110020,0.21767458933651462
110027,0.31761035147288247
110031,0.20473524823345876
110066,0.35395062861337984
110068,0.24336973478939158
110110,0.2403413783610168
110118,0.070753418372029
110130,0.8428007708543636
110139,0.7764522345599706
11016,0.6294392952188675
110164,0.5969532898963017
110185,0.7601174635220703
110189,0.10773607414884831
110201,0.1374690281728916
110232,0.9178673029274113
110237,0.7524089198862072
110249,0.2961365513444067
110255,0.1462787923281637
110256,0.10681839038267413
110266,0.3295402404331467
110282,0.40506561438928146
110288,0.6447646141139763
110289,0.07359823804716895
110302,0.3024685693310085
110319,0.5621730751583004
11032,0.42222630081673856
110325,0.2163898320638708
110328,0.41754611360925026
110365,0.39689822887033127
110368,0.5412498852895292
110370,0.3001743599155731
110375,0.6130127558043498
110391,0.3995595117922364
110395,0.16187941635312472
110399,0.3575295953014591
110400,0.30054143342204276
110401,0.6643112783334862
110411,0.010736900064237864
110421,0.10865375791502248
110430,0.18940992933835
110440,0.347618610626778
110445,0.5799761402220794
110448,0.7547031293016426
110452,0.3631274662751216
110458,0.10085344590254199
110491,0.971001192988896
110507,0.7094613196292557
110513,0.920895659355786
110514,0.1592181334312196
110516,0.3788198586767
110520,0.15022483252271268
110521,0.510232173992842
110534,0.2647517665412499
110538,0.32642011562815454
110540,0.3894649903643205
110541,0.18234376433880883
110545,0.5567587409378728
110549,0.4677434156189777
110576,0.03808387629622832
11059,0.32293291731669266
110608,0.3949710929613655
110630,0.06029182343764339
110634,0.28861154446177845
110659,0.14425988804258053
110670,0.05267504817839772
110674,0.2241901440763513
110683,0.3371570156923924
110686,0.317518583096265
110688,0.5161971184729742
110705,0.4191979443883638
110707,0.011195741947324951
110727,0.24538863907497477
110728,0.0002753051298522529
110732,0.6998256400844269
110748,0.23676241167293752
110752,0.5006882628246306
110761,0.37973754244287417
110775,0.9882536477929705
110822,0.3246765164724236
110834,0.09195191337065248
110843,0.0029365880517573644
110857,0.02248325227126732
110861,0.05873176103514729
110862,0.658988712489676
110868,0.2138203175185831
110876,0.53482609892631
110885,0.001284757272643847
110886,0.42883362393319263
110897,0.5533633110030284
110912,0.48040745159218134
110917,0.14637056070478113
110926,0.22189593466091584
11093,0.8543635863081582
110930,0.049463154996788106
110944,0.2310727723226576
110955,0.45186748646416447
110961,0.10782784252546572
110962,0.32862255666697254
11098,0.8472056529319997
110998,0.21611452693401853
111014,0.6037441497659907
111016,0.1908782233642287
111020,0.872992566761494
111025,0.33486280627695697
111030,0.6470588235294118
111036,0.8344498485821786
111038,0.07460769018996054
111040,0.21895934660915847
111044,0.673029274112141
111049,0.21684867394695787
11107,0.21455446453152244
111087,0.5294117647058824
11109,0.9406258603285308
111091,0.16967972836560521
111097,0.22152886115444617
111107,0.028998807011103973
111123,0.5850234009360374
111130,0.6519225474901349
111137,0.17656235661191153
111150,0.08956593557859961
111154,0.37670918601449943
111166,0.671928053592732
111167,0.1534367257043223
111177,0.6293475268422501
111207,0.5115169312654859
11121,0.7129485179407177
111217,0.016977149674222262
111219,0.5462971460034872
111228,0.03716619253005414
111232,0.718729925667615
111257,0.49077727814994954
111262,0.4630632284114894
111282,0.5554739836652289
111293,0.330916766082408
111302,0.8168303202716344
111349,0.4720565293199963
11136,0.4917867302927411
111397,0.4715976874369092
111402,0.14692117096448565
111410,0.28071946407268056
11143,0.4491144351656419
111430,0.41029641185647425
111434,0.6717445168394971
111441,0.1009452142791594
111445,0.04303936863356887
111449,0.3033862530971827
111451,0.3171515095897954
111455,0.344314949068551
111467,0.08103147655317977
111473,0.3752408919886207
11148,0.4411305863999266
111491,0.04817839772414426
111494,0.49242910892906305
111521,0.03707442415343672
111525,0.5132605304212169
111535,0.5741029641185648
111536,0.990547857208406
111542,0.9107093695512526
111561,0.8504175461136092
111563,0.7965495090391851
111585,0.8628062769569607
111588,0.8999724694870148
111612,0.8227952647517666
111649,0.6728457373589061
111664,0.8289437459851335
111669,0.687528677617693
111686,0.7928787739744884
111690,0.7790217491052583
111725,0.8238047168945581
11174,0.22345599706341196
111756,0.9266770670826833
111770,0.7878315132605305
111774,0.9810039460401946
111777,0.4948150867211159
111779,0.5974121317793888
111789,0.9778838212352023
111801,0.287418555565752
111820,0.8621638983206387
111825,0.9338350004588419
111861,0.9475084885748372
111869,0.7519500780031201
111872,0.7040469854088282
111903,0.9953198127925117
111909,0.8327062494264477
111922,0.5608883178856566
111951,0.7469028172891622
111959,0.9309901807837019
111969,0.6576121868404148
111975,0.7390107369000642
11202,0.5936496283380747
112037,0.6997338717078095
112051,0.8385794255299623
11207,0.7441497659906396
112074,0.6582545654767367
11209,0.7559878865742865
112100,0.9039185096815637
112110,0.5481325135358356
112118,0.6074148848306874
112124,0.9876112691566487
112139,0.7517665412498853
112147,0.8252730109204368
11215,0.5045425346425622
112151,0.9007983848765715
112163,0.9138294943562448
112178,0.9193355969532899
112200,0.9979810957144168
112203,0.7452509865100486
112222,0.9329173166926678
112225,0.6750481783977241
11223,0.9488850142240983
112243,0.9907313939616408
112253,0.7142332752133614
112257,0.6201706891805084
112273,0.7703955217032211
112275,0.9820133981829862
112298,0.7450674497568138
112299,0.8506010828668441
112314,0.9796274203909333
112315,0.8254565476736716
11233,0.5136276039276865
112342,0.9846746811048912
112344,0.650637790217491
11237,0.7413049463154997
112376,0.7835183995595117
112378,0.8227034963751492
112380,0.9059374139671469
112391,0.8738184821510507
112395,0.5295953014591172
112409,0.890795631825273
112421,0.7603927686519225
112466,0.5172065706157658
112467,0.6469670551527944
112484,0.8972194181884923
112507,0.9181426080572634
112524,0.8687712214370927
112531,0.7698449114435165
112536,0.8554648068275672
112566,0.3162338258236212
112567,0.9004313113701019
112574,0.9322749380563458
112576,0.992291456364137
112598,0.9414517757180876
112605,0.9268606038359182
112625,0.7852619987152427
112628,0.43745985133522985
112663,0.8901532531889511
112674,0.6632100578140773
112699,0.957603010002753
112716,0.6362301550885565
112718,0.7179040102780582
112722,0.8985041754611361
11274,0.8717078094888502
112763,0.8300449665045425
112796,0.7880150500137653
112804,0.7172616316417363
112823,0.8932733779939432
112825,0.7222171239790768
112828,0.9904560888317886
112834,0.6359548499587042
112836,0.8747361659172249
