,nu_1,nu_2,nu_3,nu_4,nu_5,nu_6,nu_7,nu_8,nu_9,nu_10,nu_11,nu_12,nu_13,nu_14,nu_15,nu_16,nu_17,nu_18,nu_19,nu_20
116279,5.617491776191353e-26,1.6628859906453895e-16,2.970707210766487e-11,1.7913611661817357e-08,8.172123125954931e-07,1.0423840666516438e-05,5.526664217166873e-05,0.00017843417082838946,0.00042809597596720454,0.0008384896236466188,0.0014604539767060377,0.0023816171827442003,0.0037606263497714457,0.005883574878577582,0.009304242289303584,0.015155775207888167,0.026128262453436173,0.05016907617782208,0.11847546305785052,0.766178769024191
6986,4.841194310853105e-31,6.885038149511305e-18,7.883058486368491e-11,2.0716259450511563e-07,2.2640618471911647e-05,0.0003869955849524407,0.002000643950892922,0.004855795762537758,0.00881338776270532,0.013742365287434515,0.019144421479912882,0.025224553860233874,0.03203236130621339,0.040013980679577656,0.04980112437021811,0.06254113561799743,0.0802833053999677,0.10813095406171185,0.1603972293505467,0.3930123025093306
40015,7.212597338000438e-34,7.627568618975152e-19,7.369802646079707e-13,2.0827941054088977e-09,6.050362053746791e-07,2.4470319210234496e-05,0.00019336003510903675,0.0006523430981234629,0.001634153546821844,0.003252500677167363,0.005505851532315855,0.008539537810928671,0.01249360959889571,0.0177177296969022,0.024852559993905784,0.03522271916493265,0.0519394294454245,0.08468077237988124,0.16989816887979606,0.5837965462253502
128018,2.358669771728064e-06,0.00017854660106266386,0.00267352666948371,0.0013918784434273496,0.0006891210662902563,0.0003991683349164916,0.00029069442792378157,0.0002533311522268361,0.00027133375390749114,0.00033281422298661964,0.0004814269264177482,0.000785729613179366,0.0014649475877719768,0.002962933658923988,0.006106613582696025,0.011698217782807753,0.024185926895809323,0.056212964495282146,0.15174279067388777,0.7383077027798585
21852,2.5381308979718146e-29,3.282194393413367e-17,1.2953421981998757e-11,1.9925540195406297e-08,4.157564967781302e-06,8.718987287083533e-05,0.00043226834795222636,0.0010753459088828023,0.0019948766365163618,0.0031582599501470535,0.004544134056957515,0.00628122201746614,0.008539785971218286,0.01163804561832039,0.016151232347988737,0.023203627241585992,0.03540332539109902,0.060415302934647745,0.13439567049714915,0.6930844952986881
116786,6.040357961886946e-14,4.663492566704821e-10,8.529095265272932e-07,4.649705265728802e-05,0.0003748872004808111,0.0014326799181758243,0.0031885365264420432,0.005927790935677932,0.009802965634762482,0.014963022639288125,0.02129847313568714,0.028656998741291025,0.03696711439937206,0.04637063753722927,0.057288630286567735,0.07056214928883936,0.08785562594827356,0.11282229965047301,0.15631892412817988,0.3465241637440687
34299,1.6198058976634284e-11,3.008080765388983e-07,2.9824165698964343e-05,0.0006411040272659241,0.004724696598296659,0.012370029866267618,0.021672153227716102,0.029678199624124654,0.036239143754421714,0.041596850756628584,0.04660379919196362,0.051751796139833016,0.05738113980198719,0.06366058129593938,0.07086456564936641,0.07941713270343466,0.09003392205667476,0.10415908735195013,0.1250686534281785,0.16450801923712158
117883,2.788039722137052e-13,2.1788745108716787e-08,1.6968511087497492e-05,0.0005313187441236256,0.003906164268391224,0.008355720146434825,0.012721932877303312,0.01665138115789183,0.019718473952944,0.022487749211905723,0.02560678362824961,0.02943160718424644,0.034241297342012866,0.040355179264770114,0.04836536653062448,0.05919065541837363,0.07503445085860037,0.09995885382760727,0.15003926711603585,0.35379097453764385
37392,4.224146425414941e-21,2.9073902735436453e-07,9.184617143580956e-06,0.00019650017088669434,0.0012955744811011464,0.005052412910530109,0.009506095789373906,0.017088994926240147,0.020075140154495602,0.024066086927632763,0.027331537469189794,0.030728523205491336,0.03459119154290596,0.039313780183058124,0.04579743058183531,0.05556515789642852,0.0718490262183451,0.10121091312946495,0.16358299700699155,0.35314006320869806
9343,1.190108881708898e-25,6.195320600632308e-11,3.120000003008695e-06,8.400134565660648e-05,0.0008175914369739661,0.003701546697848454,0.008219642290723594,0.01609838082305313,0.022072694129511627,0.028930822857487968,0.035697821073918154,0.04267924276939382,0.05002138126815153,0.057876261251696814,0.06673070302452594,0.07749565697888025,0.09162769404106431,0.11293460316593837,0.14870583560636175,0.23670158653914208
39128,2.0939948066312137e-07,4.938164801318261e-06,0.001124368879723096,0.006962513236353326,0.024897915938038036,0.02889908604118711,0.032022456311594415,0.030849252986307085,0.02979171641263836,0.028745224865550284,0.02852746701879049,0.029202179870162097,0.031001309642436296,0.03416562314221248,0.03924605999679013,0.047267367840840895,0.06046065709645242,0.08422713275949757,0.13526353333772867,0.32774494467422344
29919,2.055690880256786e-23,1.7793070860331067e-09,2.3266588768884085e-07,3.837182340652514e-05,0.0009318100339421807,0.0033383406541015585,0.007800247502925099,0.012694357701627398,0.01820317163291513,0.024185279698093504,0.03085551165075608,0.03815514192709596,0.0461212338683028,0.05487807507750066,0.06484016131916645,0.07682248575528294,0.09242649885740135,0.11500792551842845,0.1534742609125064,0.2606290267362305
113107,8.753829462396244e-14,1.9113819519545553e-09,3.7335103162204074e-06,0.0003043527828711938,0.002580906807397216,0.006484557020691103,0.010713236705371566,0.014492805968745106,0.0183503565923352,0.02249630125936089,0.027352904718473833,0.03302719066246898,0.03963183218899887,0.04736263027684848,0.056639245790585616,0.06833550858519277,0.0842047248855461,0.1080500562220421,0.15397801827313298,0.3063939542421963
37903,3.181709142778772e-14,4.809364129168329e-10,6.434689733485561e-06,0.0003073312170537742,0.003945518821884604,0.0076454409502785,0.01160001377160506,0.015221690985210753,0.01761104768340543,0.019427223752703095,0.021465820128464645,0.024128085611693835,0.027772064527015444,0.032853630300311513,0.040091443898074036,0.050737214168193254,0.06714364107198958,0.09474174537988356,0.15019437254901277,0.4155114020499727
114988,9.797953833566745e-17,4.767196893047001e-12,4.5018406389431276e-08,1.0787660040686757e-05,0.00018017066893966335,0.001011854778234273,0.0029349746753433658,0.0059665508621266315,0.010179091370452002,0.015566338839138374,0.022058282804102332,0.029564496130989937,0.03807639677881873,0.04780564883062149,0.05932781185123093,0.0737866023189703,0.09350192526695764,0.1230937045185347,0.175896045213572,0.3014373460907262
31412,2.643276978949287e-34,1.5216900134283867e-16,4.391711378548344e-11,1.37069657197921e-07,6.340880658197431e-06,9.154937404738967e-05,0.0006266611081587528,0.0023253959586758926,0.005766482937262476,0.011214919295113278,0.01857855131928204,0.027607342363957857,0.03801569723560925,0.04966744698964133,0.06281703129112262,0.07804545111087775,0.09736215143476604,0.12377071238261025,0.1753947101675929,0.3091055373884533
34359,5.018421904284706e-11,1.9433539709396065e-08,2.3331764606112288e-05,0.0010190209835899023,0.0054970984067441615,0.01316457083720928,0.020015411561014895,0.024729744607200104,0.028158233845602117,0.03079513916463926,0.03331745492654656,0.03617796458200623,0.0397411146087141,0.04431396899316107,0.05032885554888654,0.05856484348560392,0.0705591897126752,0.0900121109919954,0.1291050933472019,0.32488080259777
112453,2.2065553461168846e-09,1.0964035579342606e-07,7.963726357867693e-05,0.0018999018509036005,0.006286604495283252,0.010372884120910046,0.01303707899397294,0.014450576601183977,0.015408850044743797,0.016403331591913983,0.017769641969766572,0.019664168653709933,0.022289590382401338,0.025924061336676577,0.031025855114981758,0.0384475661637149,0.04996058439821085,0.07043628093939723,0.12009616091199561,0.5268527729008433
112742,6.772100194073326e-16,3.209722386182225e-10,9.481988694982539e-07,8.158474817281181e-05,0.001065752808393369,0.0039467888281220324,0.006705493912894605,0.009363397750962248,0.011648094448293482,0.014159265992146963,0.017134355224056434,0.02075210359382423,0.025354384911842155,0.0312556615874353,0.039228794861515044,0.05024477890034659,0.06674521062100248,0.09482882251526668,0.16438716219528784,0.4435025264856313
116890,1.0561319324231489e-26,2.525758878598734e-16,1.32867211457824e-11,2.98934040668301e-08,1.6667351464185216e-06,3.115528796246793e-05,0.0002531756088567818,0.0011096094133041577,0.0032824690064212274,0.007316824440905555,0.013388680539976178,0.021265791544843426,0.030648212813102337,0.04133794858757861,0.05347899261296002,0.06754798998211049,0.085315363610538,0.11002565251620904,0.1879698125028942,0.37742602464386077
33620,6.350417707828934e-13,1.914170978072692e-07,1.0571595631193069e-05,0.0002835122541004836,0.0026192341903400014,0.008069599620525723,0.014883456050674058,0.020995000150136986,0.026538222401267353,0.03163408442478458,0.03692414301953146,0.042688404600905616,0.04915142117135715,0.0565287366887758,0.06520045955191264,0.07583811627322651,0.08970489663590883,0.10946836187078628,0.14210812798549427,0.22775492617562737
117700,6.620489916517501e-15,1.6615283061963593e-06,2.2626809010531038e-05,0.00041224561137695275,0.002352553978865411,0.0072075821173517435,0.014144412005687453,0.021962061394469233,0.029539540307278213,0.03674706542552768,0.04389511565946165,0.05109505776851964,0.05856690953094505,0.0663712981520237,0.07480603660651129,0.08430150498325516,0.09560526224107614,0.11012324101963356,0.1312063994421937,0.17204076293266815
35675,8.858388881111715e-11,3.63018062907566e-06,0.0036378272981844417,0.006996766214801564,0.008891410156726703,0.010109885557164128,0.010335607295042926,0.009886905659486175,0.009824372112954192,0.010202014756722236,0.011222991170939552,0.012971625019751236,0.01578791950675138,0.020157975525219467,0.027032651829714212,0.03820309163610792,0.056855499785624444,0.09023841422217749,0.1590893591329575,0.49895572493997475
98341,8.293817116839374e-15,2.940749088372831e-10,1.219632374993545e-06,7.165181379844624e-05,0.0005851539508761459,0.0019311316854679682,0.0037511942929807935,0.005598793398084131,0.007365085828889647,0.009174438018699466,0.011261616227522473,0.013839743609178841,0.01708241950684441,0.021310182024919935,0.026934631562292987,0.03512057822727212,0.047993915133364685,0.07397746920715449,0.14634375760623802,0.5780661192490607
118568,3.616667568580833e-18,8.516980252219129e-11,2.1667166882353976e-06,0.00018592950338191988,0.0012250945027055162,0.0035748631893887943,0.007090690088413455,0.010958843025421218,0.014900904256559386,0.019144044752739856,0.0239281216019174,0.02945803959928466,0.035958197977050854,0.043749726215786225,0.05342982280707056,0.06605092003280398,0.08368916968547653,0.11084342151671153,0.16088445965455078,0.3353281435318911
117553,4.256350540571207e-15,3.515437653216434e-10,3.972948815207933e-06,0.0002817612094948335,0.0023893748985562256,0.0071350184358729175,0.012936378889704716,0.01893028242231193,0.024136751776033527,0.02886610253755622,0.03378339555142909,0.03939442114867098,0.04599415290771011,0.053822945678975165,0.06323602038267777,0.07493606195969467,0.09008585452734723,0.11124262692497505,0.14459223889981587,0.24863281622516553
1459,7.530403501845731e-26,2.1066593811757284e-14,9.090514599387722e-11,3.2306424184124603e-07,3.85339526687631e-05,0.0006371171948068516,0.002774260818452145,0.007061889638193272,0.013349274593996461,0.021620108700766784,0.031410031365207806,0.04210524004649962,0.05331817305365034,0.06481264537750442,0.07672391870885444,0.08943046862694302,0.10389096523846425,0.12190684155580787,0.14933426502297856,0.22198435959237972
616,1.6758669159111197e-16,5.398790492401972e-09,2.0712727896667431e-07,2.7235818440315238e-05,0.0005329764247736588,0.0028728092760203243,0.00779644898021777,0.014399140890935979,0.02183023019047756,0.029510459279727095,0.037552405319410904,0.045856400662964654,0.05447785370174163,0.06350864720616382,0.0732903808634771,0.0844041645434309,0.09792622919615773,0.11598041085161145,0.1438627282729567,0.20657310950308314
66295,2.08515699068123e-17,1.1063565796034495e-11,1.5374268930360428e-07,2.5980184071384923e-05,0.0004878952273058948,0.002054825717003511,0.004467577231528392,0.007552818691569699,0.011550940411766743,0.016833231566320748,0.02355819918536041,0.03168029494697495,0.04106790639774956,0.05175574602585456,0.06396977325300607,0.07845044242677769,0.09629862456584239,0.12032846694986994,0.15697947161704467,0.29333880954473146
24581,4.751452547577156e-22,2.55216825310629e-10,2.3806597424546903e-07,3.014690911261386e-05,0.0006260157617818897,0.002531018413249677,0.006278877221924227,0.01081736484457067,0.01603065574786816,0.021803039842849908,0.02819715719950376,0.03516334017625499,0.04272957395709481,0.0510546410020071,0.06056468962341449,0.07213046467732143,0.08749604235206089,0.11066527479942657,0.15269405785377604,0.30158899851602106
35927,1.1938235934883774e-07,1.0561467407761204e-05,0.0005436835507511421,0.004612711549143878,0.017240134391143826,0.02792940204861361,0.035510859571280695,0.04249595068329269,0.04693431550541303,0.049591632553176834,0.051442546773570026,0.053400063707104074,0.05598870118590893,0.05951630127756544,0.06420322708038204,0.07034006796206703,0.07850633889733054,0.08991215841459171,0.10767759568892306,0.14454546070084504
112473,3.81228080049883e-16,9.358625020518836e-09,5.2186755082146424e-05,0.0008997817448170878,0.003154079220049838,0.007925857519158539,0.01163406076853839,0.015232068870198939,0.01882221404673311,0.022407388271429237,0.02697438081252083,0.032459750337444096,0.03945429761261219,0.048083106001158255,0.05909478000445002,0.07328264478084173,0.09250639497230602,0.11999043871265326,0.1648444074619206,0.2635843720453782
119760,4.803502768760872e-17,2.904891656791317e-10,3.210129501687712e-06,0.00021786379107720968,0.0014360433136408135,0.004164426694805009,0.008299310476566487,0.013225569331882903,0.019167217276167357,0.02593760636756097,0.03349957989375847,0.04168956696139679,0.05049993469930764,0.060083071131225914,0.07080195931852615,0.08329208946872646,0.09869920969574775,0.11915775422635153,0.15012791103976056,0.2200990416106048
