,nu_1,nu_2,nu_3,nu_4,nu_5,nu_6,nu_7,nu_8,nu_9,nu_10,nu_11,nu_12,nu_13,nu_14,nu_15,nu_16,nu_17,nu_18,nu_19,nu_20
3334,1.6495659397878436e-35,3.222427842908114e-20,7.824197168328241e-11,2.0696401515999005e-07,3.901664788163305e-05,0.0006235331447183224,0.0029149075822462304,0.007435950512897929,0.013470859579806928,0.02019622229287743,0.027295747516275753,0.035010698595516816,0.0436838492335833,0.05374119284872891,0.0657084892966017,0.08037078154058583,0.09909132377455454,0.1249828031659124,0.16652625375169694,0.25895570036423093
33096,5.605168440235903e-26,6.750967276654398e-14,2.0864423582017418e-08,8.27282699944332e-06,0.0001548913638002415,0.0009601051570347528,0.002843353908507159,0.005732158372311661,0.009317263307102435,0.013433933945109597,0.018154484446273322,0.023734965038332674,0.03054537667153107,0.03906622269186292,0.04997172206199468,0.06436163337257897,0.08440881814986642,0.11555912400196974,0.17592936598011705,0.36586484285903975
117844,5.164173031037581e-39,5.537192777983906e-22,4.131412022531411e-13,1.6698334572989422e-08,4.728285097687018e-06,0.00013538987063829003,0.0009554066452268676,0.0034058745048859574,0.007672616709967602,0.01345343856055653,0.020240041627292274,0.0278861751117024,0.036478200315619935,0.04632246137030748,0.057927896427027066,0.07207484151247891,0.09067338540649794,0.1171262902128895,0.1652911260559311,0.34039848245950616
372,4.792487374495356e-33,2.2587309221659126e-18,1.2548306242354113e-08,2.3206120503136006e-06,5.3247339077655934e-05,0.0004211609559788074,0.0016476682420373538,0.004322180596749417,0.008466153922764855,0.013697453630793567,0.019805120872890106,0.026823210591942443,0.03500131400962152,0.04474065845524238,0.05663141829563485,0.07162088528430711,0.0915336503915863,0.12062424768098828,0.17592623360598025,0.32873070287866957
113608,2.682496766371062e-10,1.2246421009109527e-06,1.5676773811682883e-05,0.0002108126992835518,0.0006442949585496449,0.0009392343303430547,0.001115957695397186,0.0012475635189539078,0.0013852786537884906,0.001590506959405279,0.0019172582376066078,0.002447937917378917,0.0033227912876887256,0.004826240280149815,0.0075434216370515875,0.012901317288092016,0.025161153202326345,0.05283436271598994,0.17776539311490003,0.7041780050097707
34675,2.6962599559748525e-22,5.640683564186963e-11,4.756186446433081e-08,1.5953542321688183e-06,3.712054639938911e-05,0.0003108169463345437,0.0011050894511488137,0.0024203551259379635,0.004157411540701094,0.006329817402182152,0.009082350267257955,0.012642944804908497,0.01729906181536804,0.023423903467420064,0.03156218574300116,0.04264089822961415,0.058555864745940864,0.084264414644219,0.1391514320940342,0.5670617780961538
6400,3.182066725708734e-33,2.274566519086405e-19,6.471489026715705e-10,3.392803950048507e-07,2.262330815214363e-05,0.00033132622850037444,0.0017319320445530887,0.005050153030899284,0.010182040978651807,0.016509398404730993,0.02369375906271906,0.03174302969106278,0.04087497170849302,0.05142590422074742,0.06386005946789589,0.07890721649441226,0.09789694102685294,0.12433070728245538,0.16722573052650572,0.2862609744580843
7250,2.1238848566601604e-23,4.82049521232573e-13,1.0469778835943722e-08,3.7867273993335505e-07,4.696387166557781e-06,3.076833104312359e-05,0.00011290235418056997,0.00027771380256997707,0.0005452905884201742,0.0009381219248951112,0.0015053872293252664,0.002326810925432232,0.003532481337346527,0.0053374585887945745,0.008125296223488187,0.012663260403199183,0.020796398762332264,0.03832033491389805,0.09371923450811497,0.8118125283400585
39653,6.04615207064719e-29,2.2573633026440326e-16,1.519589723735193e-07,0.0001894245057115184,0.0018213775397202614,0.0051272965147370125,0.00983641695332345,0.015556943221488121,0.022604525327428977,0.02961351301286107,0.036295161972987336,0.04294981488433616,0.04966860861866831,0.05686109870546185,0.06513567688095723,0.07526231992633832,0.08894317965904408,0.10916161761341406,0.14462728805553765,0.24639782311671393
35620,8.87783961997247e-10,3.358648887520884e-05,0.00011845788518043417,0.00019381836825413097,0.0003149289345928048,0.00043156059978210706,0.0005687374310371005,0.0006961975752198714,0.0008583878102861761,0.0010960462546488797,0.001479530752494705,0.0021330955640405094,0.0033035703505234723,0.005517705691193382,0.009798937199899986,0.018201013081003956,0.03474987810443361,0.07056463979863328,0.1703524099510027,0.6796392013657062
78395,3.221426825581387e-29,9.371245595972128e-16,8.856048260130075e-09,3.3179546079243874e-06,0.00010260716232116672,0.0004600070108028163,0.0011999216006794453,0.0024535976274290268,0.004040120336030165,0.005948247157709076,0.008152938275494764,0.010781667430828697,0.014191006951366752,0.01886270310939794,0.02567207501374001,0.03641145744855375,0.0546523611939914,0.08981305358229281,0.18134478052301609,0.5459619397883939
35110,1.7720510413497475e-37,1.5535204777322914e-19,3.933335836510886e-09,9.121940769632831e-06,0.0002038350644796114,0.0017382374499590896,0.005703792054778591,0.012263266964350683,0.021194740165077736,0.03137962818325598,0.040464636175691716,0.048979863421070816,0.05641911146853978,0.06362198233873698,0.07095591787414633,0.07901866939658043,0.08941239969433624,0.11701674785377825,0.14655317755653402,0.21511636405584317
35896,1.2190358271477638e-13,1.1447966717791444e-08,3.345563340489917e-07,1.1320675300485518e-06,3.317899369534493e-06,1.829489907259257e-05,6.16153876040734e-05,0.0001451874564777358,0.0002702198519365158,0.0004352471969978892,0.00065088842661515,0.000932039964618849,0.001328526488963251,0.0018616358937671336,0.0026713250586032976,0.0038641976656270927,0.005994763564256859,0.01195614325913845,0.08962914757041553,0.8802294538887097
126409,6.725694073030417e-15,3.959245552392713e-10,2.520014873191407e-07,5.246767685393564e-06,2.3698005347350874e-05,7.263245617222684e-05,0.00015454190641675227,0.00027559550401624286,0.00045105289802720605,0.0007161956505103342,0.0011276858504423312,0.0017940212894422848,0.002909974604216596,0.00487877957213039,0.008635645988606923,0.015830576442089864,0.031196792014760902,0.07229030559427556,0.17600887262559092,0.6836809708463678
33225,3.402952376629971e-10,6.07555108456618e-07,4.058487572568758e-06,4.171078362693992e-06,3.8627889533261565e-06,3.4382639232654227e-06,3.2522148136438893e-06,3.4025893521496946e-06,3.983688249906507e-06,5.25863293989374e-06,7.877797988916549e-06,1.3482716812454805e-05,2.6607679070327962e-05,6.128778466767038e-05,0.00016685204350119944,0.0005412241862814697,0.002116251260501675,0.008867170806216301,0.04413271414211231,0.9440867780873211
4754,2.3349803126999378e-35,3.4333900817537153e-16,1.71170658221338e-08,3.0685549160784226e-06,0.0001134304255036277,0.0011369163692788859,0.004168178218858148,0.009042240296977387,0.01507808389606018,0.021240258800649576,0.027192922745964607,0.03290966899819289,0.03852913411489636,0.04453128895637282,0.05140800122273238,0.05989857842147022,0.07132897142578994,0.08911424861363614,0.12554150976690737,0.4088134899397015
128048,5.185285105018946e-11,3.0569111312099995e-06,0.00011412702038228478,0.0004308844086770668,0.0007860061869121722,0.0010062861990587188,0.0011500524564797615,0.0012732066000143225,0.0014242435398838646,0.0016456429291319896,0.001988861477410984,0.002531578555678983,0.003410012485579078,0.004877704124254971,0.007490020180531562,0.012265860317234374,0.022460109737567086,0.04949599672493659,0.13168222463331236,0.7560176069757292
22628,2.2487776998644083e-19,6.99182264555851e-12,8.540996126618688e-08,3.890784759378879e-06,3.125197540846456e-05,0.00014524200534691314,0.0004231954996136864,0.0009531435354410033,0.0017922691478187383,0.0029812053110772913,0.004583006176150021,0.006718141713206031,0.009629740178505819,0.013763499414424,0.019871783048372234,0.029433984930084506,0.04570085122377153,0.07768986930478959,0.14899694438874875,0.6373334202681011
39459,4.318355876527532e-31,5.6235033295529685e-15,5.874683185460191e-09,1.2301561266584796e-06,7.768945539013015e-05,0.0012785154239406825,0.005183744990102164,0.011208761259052666,0.018432662088200984,0.02618271885939957,0.03420850202639738,0.04232490574622655,0.050758656951731145,0.05981189562581594,0.06995537094737814,0.08208954866537603,0.0970268339642518,0.11712912529477694,0.1508834656671021,0.2334977780462379
80359,3.4000425655377e-12,1.0259695029799927e-06,0.0001981068229709019,0.0009374822554613139,0.001816995653672923,0.0023821139229170383,0.0027055583038480845,0.002971003545591593,0.0032828742920024863,0.003733529230967514,0.0044176552054689166,0.005473196816773735,0.007114533276070151,0.009705899454407998,0.013883439376729083,0.020780209492530673,0.03267879827109536,0.056231400242605395,0.12057560810294211,0.7111634437164213
123958,1.455109940344935e-25,9.17642820658487e-11,1.4805531840112145e-07,2.299171876210155e-05,0.0003418515800176341,0.0009920187386114794,0.002477253716694889,0.004447708288850929,0.0067864944022947345,0.009361588611058947,0.012314161737395963,0.015805953520967933,0.020144424481262947,0.02579697525767893,0.03357580697650627,0.04492780100529909,0.06255715396108115,0.09642450820170458,0.172811838920063,0.49126177248722963
2084,5.295322103317267e-36,6.311545741326936e-15,3.1267566649350566e-07,4.6445947073311126e-05,0.0008144323943755,0.001958890650674288,0.004523270679130332,0.007446882077806095,0.01056679143946018,0.013241369037243897,0.01623636654127281,0.01990642059876282,0.02491797006590304,0.03169289348189229,0.041613626282855504,0.05567778741904017,0.07886056281388373,0.11844110231046351,0.19685020538921078,0.3772563235952405
26425,4.883536278300431e-36,2.5262194237099474e-19,7.764003243753376e-11,4.150982903004803e-07,6.67212798475697e-05,0.0007799819725389625,0.0031460266591109218,0.007678951640870545,0.01348477286835076,0.020334786442866706,0.02788221669093617,0.03608232970528139,0.04497981673759039,0.05483752867606391,0.06616592028106584,0.07983269637013832,0.09722819541900146,0.12114790467949138,0.15809413198638655,0.26830620721003934
2051,5.229841280813555e-27,4.6219847844419335e-12,9.192023738810239e-08,9.68973084728479e-06,0.00010372930318929493,0.0006847235879419632,0.0029255027841279435,0.007328185567183838,0.012710113735416735,0.01859456162899541,0.024977844386268724,0.03164683709460106,0.03889599445559982,0.04712573775301195,0.056901019030739276,0.06918049977220657,0.08538294650185109,0.11009805625420474,0.16024546297213665,0.3332398873214506
127390,1.09986139775298e-11,8.710117319121238e-07,2.508040590800003e-05,0.00011024129106616468,0.0002709104850462327,0.0004034557950701856,0.0005353127072830271,0.000679882268249258,0.0008673364413209191,0.0011581765256981707,0.0016501843054565126,0.0025352404552463634,0.004205285965815151,0.007520919568906398,0.014119214810943756,0.026910899195329723,0.0497062851112269,0.09059261966877474,0.17757973753431233,0.6211796856803949
62443,9.175466307111273e-48,5.397454405918808e-23,3.199626942260001e-11,1.928090501913921e-06,0.0004410014922604727,0.006492281791840167,0.013736272072504574,0.022233784718654753,0.030118139626187198,0.03813362641887106,0.045323068073966424,0.05183866087272239,0.05809125333936879,0.06443577448952258,0.07142284049901028,0.07936057082408628,0.0895236623815126,0.1027213619442919,0.12499814604275174,0.20117850066740392
36763,6.648844401966156e-30,2.159077351022245e-16,2.030337775947216e-11,4.0097858792662624e-08,1.0690433638301814e-05,0.00012393167660720112,0.00038551287474621184,0.001050376568702995,0.0023364120057884664,0.004382836225536597,0.0073873460233630445,0.011649655042507708,0.017606446847010414,0.02617731434447189,0.0373843803857849,0.05167771190421998,0.07260798010971369,0.10512305524919531,0.17695310159968086,0.4851949281690085
25132,2.96609259788615e-33,5.190886719943977e-16,7.608529193565288e-08,9.968793228088838e-05,0.0009319502496079182,0.0036966857426097522,0.00818940893355266,0.014115537247760022,0.02042839444669819,0.02695066724087396,0.03351583111483671,0.04038257426499975,0.04781344011490602,0.05618166332809681,0.06600834344348487,0.0781057994552132,0.09390361236123339,0.11666409219092702,0.15354197568519704,0.2395225546980003
28400,7.691506190973707e-31,7.066879296600731e-16,2.6480913525773915e-09,7.625532611404965e-06,0.0003921431213443321,0.0023313787130711853,0.011353317322231906,0.017893241265011833,0.02554326849784615,0.032046527621968746,0.03839532144098929,0.04471853211326267,0.05102771756061275,0.05784182202187143,0.06545968307323712,0.07450846713150482,0.08611945162787896,0.10194291070306083,0.13208484957538408,0.258385403702642
77613,2.5571567794873144e-25,6.022618727537753e-14,1.907295824211643e-08,1.1061873798271323e-06,2.939001799806615e-06,1.1119346845927833e-05,2.4969760224760135e-05,6.499686872611875e-05,0.00016311334981148823,0.00040730128316862705,0.0009115237770473475,0.0019622859942121772,0.0036509658947502617,0.006573563177027824,0.011366721059143377,0.020518465598860135,0.037893890430039365,0.07435541784003004,0.17499511346798574,0.6671487643411967
1254,6.1997125456833026e-27,1.963328850009921e-12,7.97242487562153e-06,0.00033531743912416684,0.000888420767971155,0.002235679403288966,0.004822398649403576,0.00842731817080581,0.012699395947880726,0.01729214884067925,0.02234221452138759,0.02800371839756027,0.03457548832227993,0.04255190983902339,0.05266116809511064,0.06622801971534892,0.08543947816110875,0.11610048486436257,0.17109088474784787,0.33435090141848667
7622,8.990942340300666e-39,1.4654118776273524e-20,2.126249613002602e-11,9.004629862912715e-08,1.0803066574311383e-05,0.00031468026261192734,0.0027290683697643887,0.009411936783817371,0.019212015630251284,0.030322320203539744,0.040917381324493955,0.05038023655018374,0.05853466747610546,0.06571403841402261,0.07228203965080385,0.0789198318892278,0.08609812715392938,0.09609760343015768,0.12652220563475594,0.2625838529981874
118626,9.780910876127925e-26,7.623967109637805e-14,2.3687631575959174e-09,4.1919977295372137e-07,1.690869140298769e-05,0.000250244364052503,0.0013816889995885906,0.003995437576473423,0.008188643135651853,0.013887806396553458,0.020864994323404072,0.028987426107065464,0.03824231320111441,0.048897887170166306,0.06160291540203395,0.07736127961167165,0.09814833924853889,0.12850941774041072,0.17578531567131417,0.2939291583007194
130302,1.4954095916022009e-12,9.300093230921299e-07,0.0004913857277897358,0.0025245632859211896,0.003123827681990371,0.003888772956514057,0.004325520590748545,0.004665994103663431,0.0051056252912287615,0.005739054576062839,0.006680202169701541,0.008066529641753532,0.01015811245376576,0.013381182199591538,0.01857941803777787,0.02731530676779914,0.04558897885405601,0.07863992809471743,0.16987122590876508,0.5919067587676957
115535,1.1046308999553609e-32,3.93837781733404e-19,7.968643683465558e-11,4.7304976255098773e-07,0.00017925615920492795,0.0018135737038383294,0.02061747052057599,0.026291350149203713,0.03238452529119736,0.03568561537220126,0.039582085351643134,0.04400125450918875,0.04867352811611809,0.054213333143717735,0.06050376901388099,0.06829854141828418,0.07816765362381072,0.09283848472804915,0.12076891024777484,0.2760314497874154
7172,2.140897097746569e-33,5.341061664836234e-17,1.7088196011442226e-07,1.592496337786457e-05,0.0006533486331260211,0.003563121295922613,0.008679944191147626,0.016085081515087675,0.024919499937821117,0.03314802983909485,0.04078262902877716,0.04796543081622046,0.05473969220854592,0.06176874438282017,0.06948501579827922,0.07871934144886739,0.09084006692282907,0.10708058364460922,0.1359816150123463,0.22562210343397313
120862,3.722968045960247e-21,2.862665584691498e-12,8.781664229338977e-07,4.625604494057718e-06,1.2960948881306426e-05,4.1832409840638324e-05,0.00011609558233679455,0.00025719022956833355,0.0004786668568407289,0.0008570319665637497,0.001475446918265009,0.0025239079821877675,0.004119619142587229,0.0066464789579929184,0.010594866405632813,0.017476886007271306,0.031088060070360746,0.0607712395960961,0.145033356339402,0.7185528291317421
3876,1.6159843131478868e-29,6.026866299129726e-15,7.0040189882929e-08,1.2780514848220886e-05,0.000538883993192557,0.0020871873703933214,0.004897101992319629,0.008848820022379767,0.012854130688077023,0.017083513647827744,0.02179945476368091,0.027202457612039713,0.033619278372176375,0.04146572056585856,0.05139417454560123,0.06471490286346045,0.08352000418261044,0.11185668987350167,0.1688023487849469,0.34935342518430945
38722,4.187840774800496e-15,2.339157513267047e-06,0.00010299759564114013,0.0004382255110131871,0.0007983777290653962,0.0013198378589833518,0.0019853529926616184,0.0027010107480145503,0.0034549048557427323,0.004307909112379703,0.005358736580258402,0.006796567238350417,0.00885990746358796,0.012209243981107875,0.017671571452280686,0.028341303189528176,0.04757382053481667,0.09120356071531076,0.18682498164064212,0.580102325644311
8691,7.030926009462103e-40,3.141900025238876e-20,7.340304303173184e-15,3.1928783495558476e-10,8.441794433838878e-07,0.00014249451326459763,0.0019202335870961377,0.007018326188237533,0.014416463854040265,0.023412905262316198,0.03320800283640764,0.04339955405551193,0.05382696680451998,0.06470875141830401,0.07645102171650328,0.08966611732228116,0.10539984745407086,0.1256527418337821,0.15683903552093637,0.20398668185427551
1724,3.2701957031326816e-30,2.1083583128342014e-15,3.158341887860537e-10,3.4052908927478963e-07,1.1139557542579638e-05,0.00010075858333812325,0.00042011049328300777,0.0011094505111844252,0.0022284423666457617,0.0038249496170708677,0.005960036010493809,0.008746517748971692,0.012417323245899054,0.017400191582171133,0.024496824701636975,0.035212241736901705,0.05282795255297244,0.0851918408278973,0.16209687082152374,0.5880057906378869
64362,7.875622665325495e-23,6.104436479454861e-13,4.974507036011401e-09,3.4115903358660788e-06,0.00012759314538082257,0.0007012187472234135,0.0019723827566531724,0.003976527125841617,0.006713366909048274,0.010129861228771195,0.014228819501899663,0.01912963952738055,0.025105976687259057,0.03264337053523314,0.0425847503205077,0.05633787325336238,0.07648635840699713,0.10934812923160239,0.17445579578516318,0.42610601508432994
126623,8.934927741554332e-32,9.190980463672019e-16,4.8633620185007165e-08,0.0005937625219280888,0.002052919773356634,0.00252557372635756,0.0033993145655913898,0.0042425724400104075,0.005275053180836547,0.006604253912570352,0.008431183439035699,0.011095529773026967,0.014911983538145167,0.02052883019314656,0.02887702770530643,0.04177896453246394,0.0643941096861684,0.10507826346149833,0.1971406653311725,0.48312483969078873
112469,5.054335711530671e-32,1.023918769833228e-19,4.4727381810609755e-13,3.861144581443843e-09,1.17752741853687e-06,3.263872257726342e-05,0.0002150057342127663,0.0007443254932262672,0.00195380528355082,0.004048989947345207,0.007319392847526629,0.011815968786332474,0.017796040135512246,0.025460802758635943,0.03546887844813905,0.04855669938869959,0.06715109076607291,0.09470811209975308,0.15936227760580418,0.5254159629026645
300,1.0960464826330185e-28,6.982224518799031e-16,1.258691884927905e-09,2.0268935039896262e-07,3.786586075134496e-06,2.5432049963353194e-05,9.976057813816197e-05,0.00027003597130177806,0.0005859543338542242,0.0011127742427107974,0.001945375700948472,0.0032411084054681976,0.0052518791016766715,0.008408955144152939,0.013503342313644345,0.022340728873602538,0.03910167180543066,0.07680368665888834,0.16930922504970503,0.6580483740923645
801,2.4087688283441995e-37,2.1413134862640676e-22,2.274390807053377e-12,1.194451363716843e-07,3.35897344044626e-05,0.0003829239594336927,0.0025655849867162518,0.00866312385473809,0.018268492765307055,0.029077934104740133,0.03900161396421102,0.048536960695124726,0.05786293099386279,0.06707717567770426,0.07645964792044699,0.08645335761485197,0.09817328454964537,0.11505503128570566,0.15267775430968772,0.19976150594064568
35812,5.542505188451335e-24,6.348412291829758e-09,1.7381828170618555e-05,8.740201266405713e-05,0.0002786112158426669,0.0006069294735867914,0.001136143190994045,0.001804473545684702,0.002631668493926016,0.0036096143574139822,0.004843990070767446,0.006449505700398604,0.008678301945766647,0.011897390684419104,0.01691542483629407,0.025208074876832118,0.0417200042302315,0.078613833046562,0.1907652139785286,0.6047898455772552
2726,7.658717207845116e-32,1.7466641212224327e-14,8.42928690271677e-09,1.2029445267887885e-06,0.000229356891923651,0.0014181351543957217,0.003345004930045858,0.0067094539016281,0.010375205569703883,0.014799931839909077,0.019779309419908613,0.025439755392841098,0.03187893424087085,0.039413814509318155,0.048632525764612584,0.06064151094856544,0.07740548772952562,0.10598272639465971,0.17188505621981243,0.3821139450009125
40453,1.3522741713926476e-33,5.878840617195795e-20,5.316379605204308e-13,2.3553515719461425e-09,1.038477427236608e-07,1.0374880240909307e-06,5.2656683636984e-06,1.7826465815095055e-05,4.600732189756909e-05,9.963496184777032e-05,0.00019388212676386875,0.0003527014906739719,0.0006211980154854783,0.0010897888445216154,0.0019789442279977234,0.003907226718323697,0.009601616331641088,0.034960082280707405,0.1184873861833496,0.8286893705004638
73400,1.4601950057386046e-29,1.0526994936862035e-15,7.569696603614184e-11,2.3396249114990334e-08,3.2315876437333036e-07,1.8649339219729e-06,7.348810758996444e-06,2.16022537484376e-05,5.5491246623333634e-05,0.00012740611165333495,0.000273422857690694,0.0005696509391125844,0.0011858977524971922,0.0025620998389114806,0.005926563813413994,0.014660520609442848,0.036187869010743494,0.08587648526296765,0.1913883235990383,0.6612066477188426
114798,9.236729926080089e-24,1.3523231891865532e-11,4.0621031381493506e-07,1.933773539591186e-05,0.0001722103376150914,0.001038254478322056,0.003021582601824171,0.0060130521379379645,0.009672738994753648,0.013820811318166433,0.018435954675629133,0.023554689857477093,0.02942672206902766,0.03640761218662127,0.04543302011191278,0.057941411648142836,0.07748323940691895,0.1118689222758722,0.17981453205275463,0.3859270533502162
12601,6.127710089726424e-32,2.2492065063430916e-17,1.6593291250779967e-09,6.379480366474868e-07,0.00012151778341446132,0.0013190555324278646,0.004949198180955032,0.011109855047174412,0.01864885930368422,0.026877852121365595,0.035527984225365995,0.044504992952658105,0.05382168365759204,0.06366269286617379,0.0744299171016319,0.0867481706550156,0.10179801990558666,0.12136662151547398,0.15007451624467905,0.20508920427552765
23411,3.4223250337720766e-31,1.2270496463204867e-16,1.6033181105935195e-09,4.727694341315621e-07,1.9113283714757415e-05,0.00022401005054967425,0.0009922273133622947,0.0024622801611036,0.004616500268797613,0.007396113585995566,0.010758475331464854,0.014726073418898356,0.01943492610813447,0.02517016021201758,0.0324850825318655,0.042397788345913755,0.05701138321699554,0.08115664424723303,0.14880172986697318,0.5523981024865537
4980,3.2818057145563942e-40,1.2810026627329164e-21,8.245025095369986e-14,5.9713343726002924e-09,2.3324938585787133e-06,2.5092817559682632e-05,0.00011739774974450742,0.0003964022037529067,0.0011261062836650294,0.0026504141702259607,0.0052849446043183035,0.009260558910615852,0.014796762013976924,0.02212210572138369,0.03210329156951835,0.04570268432268166,0.06729013443981258,0.10274399364896859,0.19091627300994415,0.5055120825964763
75622,2.078784148235709e-15,3.686796184190273e-08,1.9906267039709272e-06,1.1297871993924266e-05,3.5966376534467344e-05,7.50105605435505e-05,0.00012131510596318182,0.00017429860850233031,0.00023486591537093311,0.00031053386450218516,0.0004136060006113164,0.000567136262824385,0.0008145687142030512,0.0012506777069451896,0.002102977048460701,0.004315599235687396,0.0123624707238862,0.03653492744262197,0.1355066431597203,0.8052200139056409
4396,1.0840432748761721e-37,1.5648720712436787e-18,1.252621344183739e-10,1.7526595734735414e-06,6.658905823457985e-05,0.000699281789908898,0.0035819697882365493,0.00976650729465186,0.018251239989228375,0.027587660456628804,0.03683607066462204,0.0458871012818105,0.05472093583018645,0.06353201675905525,0.07268363519925632,0.08277249852194972,0.09483017229935069,0.11089764828197407,0.139503085328568,0.23843225809124735
118773,1.0696456806829223e-35,1.4759582807036278e-17,3.42917513813301e-11,1.0325854605900383e-06,0.00016889578938221518,0.0015727891670770297,0.004798909231304015,0.010004935588548437,0.016835796199379895,0.024359610841042715,0.03202275769039323,0.039700481272256685,0.04749102380428046,0.055744776426102406,0.06496387391236128,0.07612808271116561,0.09206553136026013,0.1170033378089738,0.1509606674148216,0.26622788385991286
129518,4.10168801254245e-28,2.5592700696817043e-15,6.381986279836616e-10,1.0530688164149984e-06,2.9350001488186163e-05,0.0003455515350992583,0.0017554673187266435,0.00429420697280236,0.007921694840847251,0.011935722684873369,0.01637204353771054,0.021299421289186472,0.02698974354393271,0.03378987971589184,0.042272298980223666,0.0532988860155481,0.06856086191578957,0.0911971625279091,0.1361518350956862,0.4838353529359204
118017,2.470561608903057e-31,1.0592640280308105e-16,1.9393003675006051e-10,1.7736537142675012e-07,4.319840025537017e-06,3.3662445709114165e-05,0.00013427439935191873,0.00037585830175417874,0.0008383109964437329,0.0016041064943661029,0.0027554860343146402,0.004412229302920806,0.0067776863951999255,0.010229349206391495,0.015472008813020896,0.023903106224398386,0.03875258546582819,0.07139311609985323,0.15633541363461628,0.6670294477024693
113315,5.398797822009511e-24,7.367289320243834e-12,2.0139008752407527e-08,1.8199646045410515e-07,1.3348073029440497e-06,4.05731139804671e-06,1.034547198319024e-05,2.2484488099786043e-05,4.2847895445036924e-05,7.46627201207321e-05,0.00012548116308768728,0.00021054817937940235,0.00035689627093831274,0.000633552013719447,0.0011638314868903095,0.0024121619692963735,0.005464418011214061,0.01998688981695826,0.10399836423063129,0.8655447562591394
72409,1.2821314527894272e-21,8.682954481303945e-12,3.9257056692394645e-08,4.820793365415812e-06,0.00013917508657355695,0.0008068808423229595,0.0020513858750702153,0.0038073116613793205,0.0060335535126490964,0.008679321044506976,0.011760477797846728,0.015449102517284702,0.020047473896209568,0.026060977189365123,0.03430050606914451,0.04617413292180906,0.06436145410229668,0.09582284156567915,0.1728384758880705,0.4917138197452107
39984,4.2548074907596376e-11,2.5837317694697957e-06,0.00016408193735283451,0.0005528504510995113,0.0009618134206972914,0.001175624907988089,0.0012884582897052124,0.0014032168953572869,0.0015648942264827202,0.001826893176123858,0.00225486262695618,0.0029648140938540795,0.004171033833523312,0.006299130313848815,0.010230222792648113,0.017694448492258878,0.033054639440718764,0.06779938113667151,0.15812304153170803,0.6885208780782203
114523,1.142103293289982e-33,1.5921928244786994e-19,2.764449654308832e-12,1.6560012719917782e-07,3.446745022914168e-05,0.00016565554959983592,0.0005122869489540571,0.0011497078548853988,0.0020297259243495253,0.0032562710875600506,0.004882955202202945,0.007036101676059745,0.010000771795898054,0.014436196690253103,0.021775991360128453,0.033580290365581314,0.05656125010896946,0.12015228146282209,0.21519177216101193,0.5092863770037452
2439,1.1205679528559842e-44,6.465114661473946e-25,4.412617220078574e-14,8.62547560549191e-08,4.6823010826549735e-05,0.0011450200168749707,0.005575101078108434,0.013723414836517159,0.023532881705757194,0.034026609977265546,0.043730597559760026,0.05241592476477789,0.06035477246464752,0.06800802902659922,0.07589305935444984,0.08464382535734305,0.09529123633450476,0.11005546005175496,0.1342106994981285,0.19739733060655723
126624,6.795067171203342e-43,1.2758255699585444e-18,1.3573910932515729e-09,2.7132056438633932e-05,0.000906355188863333,0.0032692062971100186,0.007200351058612756,0.013417495807586412,0.02206566733790127,0.03113112536495219,0.039988371017321764,0.04830022754193516,0.05632219736039435,0.06380571863221889,0.07241074175219508,0.08044205295129177,0.09402697553805477,0.10592239633973347,0.15061438777242847,0.21020116768587271
36504,2.463920211792241e-44,6.940858859901399e-24,1.100663605746386e-12,9.861416810999861e-09,1.0124980635347852e-05,0.0002827725657001097,0.0025325004862287587,0.0084414176311837,0.017451242267648985,0.028291359325807803,0.039158693824786,0.049185286288758887,0.05805273359302162,0.06603443006570558,0.07375793274311243,0.08143296779311276,0.09083871024050351,0.10177282285767023,0.14160509330504792,0.24120322336618674
73787,1.2927724652231613e-15,1.785952009657544e-10,8.636754900521906e-07,7.522268095887307e-06,1.6961243064586903e-05,4.243238583971635e-05,7.569543041588461e-05,0.00011974440640401065,0.0001753021825415683,0.00025549145737577733,0.0003810543064840312,0.0005919921062832575,0.0009704941420437452,0.0017027010241695277,0.0032502099065911992,0.006883901430616389,0.017254340719284174,0.05135776043523964,0.13582474438700998,0.7811421405104891
3498,1.8382990710861587e-23,2.7184049714355163e-15,1.2798477029731813e-11,1.9709049665447958e-09,5.5501082826098443e-08,5.383949112617788e-07,2.7653400027927335e-06,9.223633232696633e-06,2.388997679730851e-05,5.285680750995343e-05,0.00010758752621154436,0.0002108292372704409,0.00041108776849944955,0.0008222093654640454,0.0017195200118496191,0.0039856827327902815,0.010064340861427191,0.029560024030659125,0.09807321182106432,0.8550077040949574
75117,1.8724803783141122e-23,8.792055389412787e-13,5.9457292287433234e-08,4.039231374833547e-06,9.0450859791861e-05,0.0005796801982598976,0.0018163278990913525,0.0038170138186866616,0.006343091560402205,0.009313356969459162,0.01273600645721909,0.016817832840719908,0.02185906148359191,0.02840455943203907,0.03736623561660388,0.05043633922476054,0.07076389643544989,0.10730212831423298,0.18840146999659427,0.4439997410376756
67027,1.646464243979627e-27,4.446654878839718e-12,3.268415364501167e-08,5.5150584810407605e-06,0.00014619365112014156,0.0009810245828162192,0.002940163973037272,0.006302563272023513,0.010412199266558382,0.015074262422394659,0.020105595930528013,0.025625495884375776,0.03191982003381121,0.039425538129168054,0.04888795821896408,0.06161157532091694,0.07957404476014604,0.10877403028588316,0.17127474894206543,0.37698944711966703
